Núm,Projeto,Relator,Atribuído a,Categoria,Data de Envio,Atualizado,Estado,Resumo,Corrigido na Versão,Data Limite,Descrição
0003773,M Projeto GPFB,Ronaldo,Isaias,[M Projeto GPFB]-[Cat] Relatórios,2019-04-10,2019-04-11,fechado,Adicionar opção de exibição do campo código de barras ou código barras fornecedor,,,"Adicionar opção de exibição do campo código de barras ou código barras fornecedor ao relatório de Tabela de Preços.

O usuário poderá escolher entre os dois para imprimir, como já ocorre com algumas opções.

Adicionar apenas quando em coluna única."
0003795,C Projeto Sistel,Matheus,Ronaldo,[C Projeto Sistel]-[Cat] Geral,2019-04-11,2019-04-11,fechado,Correção no Sistel,,,Ao digitar na busca de cliente e ao abrir a consulta de clientes quando seleciono ele traz a ultima tecla que digitei na frente do nome da empresa.
0003791,C Projeto Sistel,Matheus,Ronaldo,[C Projeto Sistel]-[Cat] Geral,2019-04-11,2019-04-11,fechado,Correção no Sistel,,,Quando cadastra um novo cliente o código está ficando zerado.
0003798,C Projeto Sistel,Matheus,Ronaldo,[C Projeto Sistel]-[Cat] Geral,2019-04-11,2019-04-11,fechado,Correção no Sistel,,,Criar mensagem de formatação da data na tela de senha.
0003786,C Projeto Sistel,Matheus,Ronaldo,[C Projeto Sistel]-[Cat] Geral,2019-04-11,2019-04-11,fechado,Correção no Sistel,,,Quando selecionado a empresa para passar senha o prazo cadastrado não é carregado.
0003788,C Projeto Sistel,Matheus,Ronaldo,[C Projeto Sistel]-[Cat] Geral,2019-04-11,2019-04-11,fechado,Correção no Sistel,,,Selecionar a empresa para passar a senha com enter
0003789,C Projeto Sistel,Matheus,Ronaldo,[C Projeto Sistel]-[Cat] Geral,2019-04-11,2019-04-11,fechado,Correção no Sistel,,,Quando altera um cliente está pedido o CPF/CNPJ mas já tenho preenchido o CNPJ/CPF
0003792,C Projeto Sistel,Matheus,Ronaldo,[C Projeto Sistel]-[Cat] Geral,2019-04-11,2019-04-11,fechado,Correção no Sistel,,,Quando preencho uma empresa para fazer uma pesquisa e tento apagar ele dar enter e realiza a pesquisa.
0003787,C Projeto Sistel,Matheus,Ronaldo,[C Projeto Sistel]-[Cat] Geral,2019-04-11,2019-04-11,fechado,Correção no Sistel,,,Colocar opção para fechar a tela de Senha
0003793,C Projeto Sistel,Matheus,Ronaldo,[C Projeto Sistel]-[Cat] Geral,2019-04-11,2019-04-11,fechado,Correção no Sistel,,,Validando data em branco
0003794,C Projeto Sistel,Matheus,Ronaldo,[C Projeto Sistel]-[Cat] Geral,2019-04-11,2019-04-11,fechado,Correção no Sistel,,,Não busca só pelo número de protocolo
0003790,C Projeto Sistel,Matheus,Ronaldo,[C Projeto Sistel]-[Cat] Geral,2019-04-11,2019-04-11,fechado,Correção no Sistel,,,Os programas são listado na tela de senha mesmo quando configurados como não ativos.
0003783,M Projeto GPFB,Amorim,Isaias,[M Projeto GPFB]-[Cat] Relatórios,2019-04-11,2019-04-11,fechado,Acrescentar CFOP no relatório de compras com produtos,,,Solicitado por Aluminio Prolar desde 08nov18
0003784,C Projeto GPFB,Amorim,Isaias,[C Projeto GPFB]-[Cat] Cadastro Clientes,2019-04-11,2019-04-11,fechado,Colocar celular como numero de contato de telefone prioritário ao invés do fixo,,,Colocar celular como numero de contato de telefone prioritário ao invés do fixo. Sugestão da gerente de Adriana Semi Joias. Desde 19nov18
0003785,C Projeto Site,Ytalo,Ytalo,[C Projeto Site]-[Cat] Geral,2019-04-11,2019-04-11,fechado,Menu do site na versão mobile não está funcionando corretamente.,,,"Ao tocar no menu para expandi-lo, ele abre e fecha sem que o usuário tenha tempo para tomar uma ação. "
0003775,Suporte,Isaias,Isaias,Atualização do Sistema,2019-04-11,2019-04-11,fechado,Atualização da moto peças padre cicero,,,"Dia 9/4/2019 ás 7:00 fui para moto pecas padre Cicero fazer a atualização do sistemas, a atualização acorreu tudo bem, mas o integrador estava sem localizar o servidor, entrei em contato com Matheus e ele me ajudou. Retornei por voltar das 8:40"
0003774,Suporte,Isaias,Isaias,Treinamento,2019-04-10,2019-04-10,fechado,Ajudar samia com problema no integrador,,,"O integrador não reconhecer o servidor
Cliente: Moto peças padre cicero. "
0003772,Suporte,Amorim,Claudio,Treinamento,2019-04-10,2019-04-10,fechado,Problemas com NFC-e,,,Dando suporte ao suporte com problemas com o NFC-e por solicitação do cliente: Frigorífico Boi de Ouro.
0003750,C Projeto GPFB,Matheus,Davillo,[C Projeto GPFB]-[Cat] Geral,2019-03-27,2019-04-10,fechado,Melhoria no cadastro de produto devido a problemas quando o foco está nos botões,,,"No cadastro de produtos, quando o foco está em botões, os atalhos dos botões são ativados mesmo sem ter a tecla de Alt pressionada."
0003764,Suporte,Amorim,Matheus,Treinamento,2019-04-09,2019-04-10,fechado,Cancelamento de item na OS não está funcionando,,,"Provável erro na base.
"
0003769,C Projeto GPFB,Ronaldo,Isaias,[C Projeto GPFB]-[Cat] Serviços,2019-04-09,2019-04-09,fechado,Sistema não deleta produtos e servidos da O.S caso na descrição exista ',,,"O sistema considera a descrição dos produtos e dos serviços antes de deletar os mesmos da O.S. e caso exista o caractere ' o sistema não deleta, ele recalcula os totais e não deleta "
0003768,C Projeto GPFB,Ronaldo,Isaias,[C Projeto GPFB]-[Cat] Serviços,2019-04-09,2019-04-09,fechado,Grid não muda ao usar o atalho no lançamento dos ítens,,,"Ao pressionar CTRL + seta (direita/esquerda) a aba de lançamento de itens muda, porém, a aba do grid não muda"
0003761,C Projeto GPFB,Ronaldo,Isaias,[C Projeto GPFB]-[Cat] Contas a Receber,2019-04-08,2019-04-09,fechado,Adicionar opção de agrupamento por cliente,,,"Adicionar opção para agrupar por cliente os registros do relatório de títulos a receber por período, ao selecionar essa opção o sistema deverá também ordenar por ordem alfabética "
0003759,C Projeto Contagem,Matheus,Isaias,Geral,2019-04-04,2019-04-04,fechado,Correção na configuração de Zerar a Ultima Contagem,,,"Quando configurado para zerar última contagem, ao abrir, zerar uma única vez e depois setar configuração para não zerar mais."
0003758,C Projeto GPFB,Matheus,Isaias,[C Projeto GPFB]-[Cat] Geral,2019-04-02,2019-04-03,fechado,Impressão do Carnet Especial está duplicando,,,Impressão do Carnet Especial está duplicando.
0003757,C Projeto Contagem,Matheus,Isaias,Geral,2019-04-02,2019-04-02,fechado,Melhoria no programa do contagem,,,"Alterar componente de seleção do banco de dados, para selecionar arquivo ao invés de pastas."
0003756,C Projeto Contagem,Matheus,Isaias,Geral,2019-04-02,2019-04-02,fechado,Melhoria no programa do contagem,,,"Quando o produto estiver cadastrado como inativo no sistema e durante o balanço realizado no Contagem for identificado saldo daquele produto, e realizado o ajuste, o sistema deve colocar o produto como ativo."
0003754,C Projeto GPFB,Matheus,Tiago,[C Projeto GPFB]-[Cat] Vendas,2019-04-01,2019-04-02,fechado,Problema na finalização da venda à prazo,,,"Quando selecionada a venda à prazo, realizada os lançamentos dos itens e finalizada a venda irá aparecer a tela de geração de títulos, caso seja cancelado esse procedimento e tentado finalizar a venda novamente, o sistema avisa que os títulos já foram lançados, mas o procedimento de geração havia sido cancelado."
0003752,M Projeto Contagem,Amorim,Isaias,Geral,2019-03-29,2019-04-02,fechado,Criar alerta quando exibir produto inativo,,,"Atualmente o programa contagem não alerta se o produto está inativo. É importante alertar pois podem existir produtos com descrição semelhante enrte si, que podem estar realmente iativos ou que foram considerados inativos no programa mas constam no estoque real e deverão ser reativados."
0003742,M Projeto GPFB,Ronaldo,Jackson,[M Projeto GPFB]-[Cat] MFE,2019-03-26,2019-04-02,fechado,Adicionar permissão de cancelamento do MFE,,,Adicionar permissão de cancelamento de MFE através da tela de listagem do MFE.
0003753,C Projeto GPFB,Ronaldo,Tiago,[C Projeto GPFB]-[Cat] MFE,2019-03-29,2019-04-01,fechado,Venda com Bloco série D,,,Ao preencher os dados da nota e informar a série como D no fechamento da venda o sistema não deve solicitar a opção para emissão de documento eletrônico e deve finalizar a venda como série D
0003743,M Projeto GPFB,Ronaldo,Davillo,[M Projeto GPFB]-[Cat] Geral,2019-03-26,2019-03-29,fechado,Retirar espaços em branco no início e final de cada informação,,,"Durante o cadastro de Clientes, Produtos, Fornecedores, Grupos, Subgrupos, Mascar e unidades o sistema deve retirar do início e do final os espaços em branco."
0003747,C Projeto GPFB,Matheus,Tiago,[C Projeto GPFB]-[Cat] Geral,2019-03-27,2019-03-29,fechado,Problema no cadastro do produto,,,"Quando relacionado o fornecedor no produto, caso seja editado o sistema dispara um erro."
0003748,M Projeto GPFB,Amorim,Davillo,[M Projeto GPFB]-[Cat] Cadastro de Produtos,2019-03-27,2019-03-29,fechado,"Exibir unidade de medida na tabela de edição de composição, quando habilitado o módulo indústria.",,,"Quando se cadastra os itens na tabela de composição, as unidades de cada item da composição fazem falta no momento da conferencia com a ficha de produção."
0003749,C Projeto GPFB,Amorim,,[C Projeto GPFB]-[Cat] Cadastro de Produtos,2019-03-27,2019-03-27,fechado,Erro de [PRIMARY KEY] ao salvar o cadastro de novo produto composto.,,,"Ao cadastrar o produto composto e editar a tabela de composição, o programa confirma a gravação do produto mas ao finalizar o lançamento da tabela e salvar o cadastro, o programa exibe mensagem de erro [PRIMARY KEY]. Provavelmente devido a ausência da rotina de cadastro do produto na tabela [EX01PRO]."
0003744,M Projeto GPFB,Ronaldo,Davillo,[M Projeto GPFB]-[Cat] Geral,2019-03-26,2019-03-26,fechado,Não permitir alterar ou exluir unidade,,,Caso o sistema detecte que a unidade já tenha sido utilizada em um produto a mesma não poderá ser alterada ou excluída
0003740,C Projeto GPFB,Isaias,Isaias,[C Projeto GPFB]-[Cat] Vendas,2019-03-23,2019-03-26,fechado,Erro nas casas decimais na impressão do pedido,7.3.0.3,,o valor está sempre sendo arredando para cima deixando o numero inteiro
0003739,C Projeto GPFB,Matheus,Tiago,[C Projeto GPFB]-[Cat] Vendas,2019-03-22,2019-03-22,fechado,Problema na impressão de vendas.,,,Quando algum produto na venda (ou o valor total da venda) tem valor maior ou igual a 1000 o sistema dispara um erro ao imprimir o pedido.
0003733,M Projeto GPFB,Matheus,Jackson,[M Projeto GPFB]-[Cat] Geral,2019-03-19,2019-03-21,fechado,Melhoria para a inicialização do sistema,,,"Na inicialização do sistema caso não exista algum registro obrigatório na table_info mostrar uma mensagem ao usuário, antes o sistema fechava sem avisar nada."
0003734,M Projeto GPFB,Matheus,Jackson,[M Projeto GPFB]-[Cat] Geral,2019-03-19,2019-03-21,fechado,Melhoria para a impressão do CF-e,,,"No Estado do Ceará não existe o aplicativo “De olho na nota”, portanto a mensagem na impressão do CF-e deve ser substituída por uma mais genérica: “Consulte o QR Code pelo Aplicativo disponibilizado pela SEFAZ do Estado”"
0003735,C Projeto GPFB,Matheus,Jackson,[C Projeto GPFB]-[Cat] Geral,2019-03-19,2019-03-21,fechado,Correção na impressão do CF-e,,,Corrigir erro quando a empresa é normal e fica aparecendo a mensagem de simples nacional na impressão do MFE.
0003738,C Projeto GPFB,Ronaldo,Ronaldo,[C Projeto GPFB]-[Cat] Geral,2019-03-19,2019-03-20,fechado,Correção no módulo de etiquetas para produtos com SELECT na descrição,,,Quando há na descrição SELECT o produto não é lançado
0003737,M Projeto GPFB,Matheus,Davillo,[M Projeto GPFB]-[Cat] Geral,2019-03-19,2019-03-20,fechado,Exportação dos produtos,,,Deixar campos desmarcados como padrão na exportação dos produtos.
0003736,C Projeto GPFB,Matheus,Tiago,[C Projeto GPFB]-[Cat] Geral,2019-03-19,2019-03-19,fechado,Problema na Ordem de Serviço,,,Ao realizar uma ordem de serviço o sistema permite alteração nos dados mesmo o usuário não possuindo permissão. 
0003729,C Projeto GPFB,Ronaldo,Tiago,[C Projeto GPFB]-[Cat] Serviços,2019-03-15,2019-03-19,fechado,Reinserção de funções de alteração de serviços e produtos lançados,,,"Reinserir funções que permitiam a alteração de produtos e serviços lançados na OS, porém, deve-se atentar par o problema corrido com a retirada das funções"
0003732,M Projeto GPFB,Ronaldo,Isaias,[M Projeto GPFB]-[Cat] Orçamento / Pedido de Compra,2019-03-18,2019-03-19,fechado,Adicionar função para impressão de várias vias no fechamento da venda,,,Adicionar a mesma função de impressão de várias via para o fechamento da venda como ocorre no início da venda
0003731,C Projeto GPFB,Ronaldo,Isaias,[C Projeto GPFB]-[Cat] Vendas,2019-03-18,2019-03-19,fechado,Corrigi arredondamento de valores durante impressão do pedido,,,"Ao imprimir o pedido o sistema não usa funções de arredondamento como na finalização dos cálculos da venda, adicionar a mesma função para a rotina de impressão"
0003730,M Projeto GPFB,Matheus,Isaias,[M Projeto GPFB]-[Cat] Cadastro de Produtos,2019-03-18,2019-03-19,fechado,Melhoria no Cadastro do Produto.,,,"Caso o CSTPIS for 49, 99, 07 ou 04, não precisa aparecer essa mensagem pois nenhum deles tem % de PIS nem de COFINS.

Segue em anexo a imagem com a mensagem. "
0003728,C Projeto GPFB,Ronaldo,Tiago,[C Projeto GPFB]-[Cat] Geral,2019-03-14,2019-03-15,fechado,Consulta de produtos pelas informações adicionais,,,"Ao consultar um produto pelas informações adicionais o sistema utiliza um substring para pegar apenas 80 caracteres do campo infor, retirar esse substring e deixar apenas o campo"
0003727,C Projeto GPFB,Matheus,Tiago,[C Projeto GPFB]-[Cat] Geral,2019-03-12,2019-03-13,fechado,Corrigir configuração,,,Corrigir funcionamento da configuração 6 da aba geral - Filtrar listagem na consulta de produtos pelo inicio da descrição.
0003722,C Projeto GPFB,Matheus,Tiago,[C Projeto GPFB]-[Cat] Geral,2019-03-11,2019-03-13,fechado,Problema no cadastro do produto,,,Corrigir problema de quando alterar a classificação de indústria do produto já salvar.
0003725,M Projeto GPFB,Matheus,Tiago,[M Projeto GPFB]-[Cat] Geral,2019-03-12,2019-03-12,fechado,Tabela IBPT,,,"Para emissores de notas fiscais e cupons fiscais, ao efetuar o login no sistema, o mesmo verificará se a tabela IBPT está desatualizada e se sim,  emitirá um alerta para a realização da atualização da tabela IBPT, até que a mesma seja atualizada."
0003726,C Projeto GPFB,Matheus,Tiago,[C Projeto GPFB]-[Cat] Cadastro de Produtos,2019-03-12,2019-03-12,fechado,Problema na localização do produto pelo F7,,,"Caso marcado a configuração 41 da aba de Estoque o sistema permitirá localizar produtos por informações adicionais, mas o campo só busca pelo texto completo cadastrado no produto, quando deveria buscar por textos contidos no campo cadastrado. "
0003724,M Projeto GPFB,Matheus,Tiago,[M Projeto GPFB]-[Cat] Geral,2019-03-11,2019-03-12,fechado,Adicionar base atualizada no servidor de Downloads,,,Adicionar base atualizada no servidor de Downloads
0003723,M Projeto GPFB,Matheus,Davillo,[M Projeto GPFB]-[Cat] Relatórios,2019-03-11,2019-03-12,fechado,Melhoria no Relatório de Relação de Notas de Entradas e Saídas,,,"Na opção de Rel. de Pedidos Cancelados, adicionar um totalizador de documentos cancelados, à frente do Total."
0003721,M Projeto GPFB,Matheus,Tiago,[M Projeto GPFB]-[Cat] Relatórios,2019-03-08,2019-03-09,fechado,Adicionar filtro para relatório de Relação de Notas Entradas/Saídas,,,Quando selecionado a opção de Rel. de Pedidos Cancelados é preciso que tenha um filtro para trazer as notas de devoluções canceladas.
0003720,C Projeto GPFB,Ronaldo,Isaias,[C Projeto GPFB]-[Cat] Cadastro Clientes,2019-03-01,2019-03-08,fechado,Limitar quantidade de caracteres do nome da imagem,,,Bloquear seleção de imagens para o cliente onde o arquivo possua nome de foto maior que o tamanho do campo no banco em quantidade de caracteres.
